id,propositions,nl_sentence,dataset_tl
1028,"['grab_flag', 'be_in_houses_vicinity']",at some time grab flag or when possible be in house's vicinity,F(grab_flag)|F(be_in_houses_vicinity)
1670,"['withdraw_pear', 'approach_trash_can']",at any time withdraw pear and approach trash can,F(withdraw_pear)&approach_trash_can
1379,"['drop_pear', 'drop_orange']",drop pear or never drop orange,drop_pear|G(~(drop_orange))
1618,"['go_near_pear', 'procure_apple']",when possible go near pear or procure apple,F(go_near_pear)|procure_apple
3604,"['travel_to_waste_bin', 'get_pear']",travel to waste bin or whenever get pear,travel_to_waste_bin|F(get_pear)
1126,"['withhold_apple', 'drop_apple']",at any time withhold apple or never drop apple,F(withhold_apple)|G(~(drop_apple))
2501,"['put_in_bin', 'journey_to_house']",put in bin or at some time journey to house,put_in_bin|F(journey_to_house)
1586,"['have_in_orange', 'reach_house']",forever have in orange can infer that reach house,G(have_in_orange)->reach_house
2684,"['make_your_way_flag', 'going_to_flag']","if whenever make your way flag , at any time going to flag",F(make_your_way_flag)->F(going_to_flag)
1801,"['venture_towards_house', 'drop_apple']",venture towards house and never drop apple,venture_towards_house&G(~(drop_apple))
5576,"['go_to_flag', 'make_contact_with_house']",whenever go to flag and when possible make contact with house,F(go_to_flag)&F(make_contact_with_house)
3531,"['go_near_pear', 'procure_pear']",when possible go near pear or when possible procure pear,F(go_near_pear)|F(procure_pear)
2281,"['go_by_tree', 'approach_tree']",when possible go by tree or approach tree,F(go_by_tree)|approach_tree
2317,"['seize_orange', 'approach_flag']",when possible seize orange or whenever approach flag,F(seize_orange)|F(approach_flag)
5362,"['pick_up_apple', 'venture_to_trash_can']",when possible pick up apple or venture to trash can,F(pick_up_apple)|venture_to_trash_can
1375,"['reach_flag', 'reach_flag']","if whenever reach flag , at some time reach flag",F(reach_flag)->F(reach_flag)
5980,"['grasp_orange', 'have_apple']",grasp orange and always have apple,grasp_orange&G(have_apple)
5819,"['go_by_flag', 'put_in_bucket']",whenever go by flag or put in bucket,F(go_by_flag)|put_in_bucket
1815,"['make_contact_flag', 'go_by_house']",when possible make contact flag or at any time go by house,F(make_contact_flag)|F(go_by_house)
1471,"['secure_apple', 'venture_to_house']",secure apple or when possible venture to house,secure_apple|F(venture_to_house)
1259,"['drop_apple', 'hold_orange']","when never drop apple , hold orange",G(~(drop_apple))->hold_orange
3832,"['be_at_flag', 'go_to_apple']",at any time be at flag and at any time go to apple,F(be_at_flag)&F(go_to_apple)
3414,"['pick_up_fruit', 'go_home']",pick up fruit or whenever go home,pick_up_fruit|F(go_home)
2453,"['take_to_trash_can', 'go_to_orange']",take to trash can and go to orange,take_to_trash_can&go_to_orange
2028,"['clutch_orange', 'journey_by_flag']",whenever clutch orange or whenever journey by flag,F(clutch_orange)|F(journey_by_flag)
1505,"['grip_apple', 'spend_time_at_tree']",grip apple and at some time spend time at tree,grip_apple&F(spend_time_at_tree)
1967,"['hold_apple', 'have_apple']",hold apple and always have apple,hold_apple&G(have_apple)
5354,"['go_by_trash_can', 'journey_to_flag']",forever go by trash can or at any time journey to flag,G(go_by_trash_can)|F(journey_to_flag)
2189,"['let_go_pear', 'be_in_houses_vicinity']",do not let go pear until at some time be in house's vicinity,~(let_go_pear)UF(be_in_houses_vicinity)
1256,"['snag_orange', 'keep_apple']",when possible snag orange or keep apple,F(snag_orange)|keep_apple
1255,"['venture_to_house', 'go_by_waste_bin']",at any time venture to house or go by waste bin,F(venture_to_house)|go_by_waste_bin
3150,"['venture_house', 'pick_up_peach']",whenever venture house until when possible pick up peach,F(venture_house)UF(pick_up_peach)
1546,"['go_near_house', 'go_to_trashcan']",whenever go near house and whenever go to trashcan,F(go_near_house)&F(go_to_trashcan)
3506,"['move_forward_trash_can', 'gather_orange']",at any time move forward trash can or gather orange,F(move_forward_trash_can)|gather_orange
4151,"['travel_house', 'going_to_flag']",whenever travel house or at any time going to flag,F(travel_house)|F(going_to_flag)
1488,"['be_in_houses_vicinity', 'approach_trash_can']",at some time be in house's vicinity until approach trash can,F(be_in_houses_vicinity)Uapproach_trash_can
1182,"['go_to_apple_trashcan', 'go_to_transh_can']",repeatedly go to apple trashcan and at any time go to transh can,G(F(go_to_apple_trashcan))&F(go_to_transh_can)
4029,"['contact_flag', 'grasp_apple']",at any time contact flag or at some time grasp apple,F(contact_flag)|F(grasp_apple)
4583,"['journey_to_house', 'go_past_house']",at any time journey to house or when possible go past house,F(journey_to_house)|F(go_past_house)
1687,"['venture_towards_house', 'venture_to_house']",venture towards house or at some time venture to house,venture_towards_house|F(venture_to_house)
1128,"['reach_flag', 'present_at_flag']",at some time reach flag and at any time present at flag,F(reach_flag)&F(present_at_flag)
3241,"['go_to_trash_can', 'move_forward_trash_can']","if whenever go to trash can , at some time move forward trash can",F(go_to_trash_can)->F(move_forward_trash_can)
4958,"['approach_house', 'move_towards_trash_can']",whenever approach house or move towards trash can,F(approach_house)|move_towards_trash_can
1571,"['get_near_flag', 'snatch_up_pear']",at any time get near flag and snatch up pear,F(get_near_flag)&snatch_up_pear
1253,"['venture_flag', 'track_towards_tree']",whenever venture flag and when possible track towards tree,F(venture_flag)&F(track_towards_tree)
5244,"['pick_up_anything', 'travel_to_flag']",don't pick up anything means that at some time travel to flag,~(F(pick_up_anything))->F(travel_to_flag)
1363,"['reach_flag', 'present_at_flag']",when possible reach flag and at any time present at flag,F(reach_flag)&F(present_at_flag)
1520,"['drop_by', 'go_to_peach']",drop by and when possible go to peach,drop_by&F(go_to_peach)
1722,"['advance_to_tree', 'let_go_pear']",advance to tree and do not let go pear,advance_to_tree&~(let_go_pear)
1935,"['make_way_waste_basket', 'get_to_flag']",at any time make way waste basket and when possible get to flag,F(make_way_waste_basket)&F(get_to_flag)
1607,"['drop_orange', 'grab_flag']",never drop orange or at any time grab flag,G(~(drop_orange))|F(grab_flag)
5386,"['go_past_house', 'reach_tree']",at some time go past house until at some time reach tree,F(go_past_house)UF(reach_tree)
1388,"['go_near_house', 'go_to_orange_bin']",whenever go near house and go to orange bin,F(go_near_house)&go_to_orange_bin
3219,"['hold_on_to_pear', 'reach_tree']",hold on to pear and when possible reach tree,hold_on_to_pear&F(reach_tree)
2130,"['get_hold_orange', 'let_go_pear']",when possible get hold orange and don't let go pear,F(get_hold_orange)&~(let_go_pear)
1934,"['go_by_waste_bin', 'go_by_waste_basket']",go by waste bin or at any time go by waste basket,go_by_waste_bin|F(go_by_waste_basket)
5199,"['withold_apple', 'drop_apple']",when possible withold apple and never drop apple,F(withold_apple)&G(~(drop_apple))
2095,"['hold_onto_orange', 'make_contact_flag']","if always hold onto orange , at some time make contact flag",G(hold_onto_orange)->F(make_contact_flag)
1835,"['go_to_apple_trashcan', 'withdraw_pear']",repeatedly go to apple trashcan or at any time withdraw pear,G(F(go_to_apple_trashcan))|F(withdraw_pear)
5121,"['grab_pear', 'shift_to_flag']",whenever grab pear or whenever shift to flag,F(grab_pear)|F(shift_to_flag)
2186,"['get_to_flag', 'grip_apple']",whenever get to flag and grip apple,F(get_to_flag)&grip_apple
3218,"['go_home', 'journey_by_house']",when possible go home or at any time journey by house,F(go_home)|F(journey_by_house)
3259,"['go_visit_house', 'collect_orange']",at some time go visit house or at some time collect orange,F(go_visit_house)|F(collect_orange)
1615,"['withdraw_pear', 'be_in_houses_vicinity']",at any time withdraw pear and at some time be in house's vicinity,F(withdraw_pear)&F(be_in_houses_vicinity)
5507,"['go_to_trash_can', 'visit_tree']",whenever go to trash can or visit tree,F(go_to_trash_can)|visit_tree
1871,"['drop_apple', 'venture_towards_house']",never drop apple or venture towards house,G(~(drop_apple))|venture_towards_house
3873,"['touch_tree', 'reach_trash_can']",when possible touch tree and reach trash can,F(touch_tree)&reach_trash_can
3958,"['collect_pear', 'go_past_flag']",collect pear and at any time go past flag,collect_pear&F(go_past_flag)
3563,"['hold_pear', 'hold_pear']",hold pear or hold pear,hold_pear|hold_pear
1727,"['make_to_flag', 'keep_apple']",whenever make to flag or keep apple,F(make_to_flag)|keep_apple
1779,"['pick_up_flag', 'walk_to_flag']",pick up flag and at any time walk to flag,pick_up_flag&F(walk_to_flag)
2223,"['drop_apple', 'hold_on_to_pear']",never drop apple and hold on to pear,G(~(drop_apple))&hold_on_to_pear
3521,"['contact_house', 'obtain_orange']",at any time contact house or at some time obtain orange,F(contact_house)|F(obtain_orange)
3542,"['go_by_trash_can', 'move_to_tree']","if forever go by trash can , move to tree",G(go_by_trash_can)->move_to_tree
1912,"['get_to_flag', 'venture_flag']",when possible get to flag and whenever venture flag,F(get_to_flag)&F(venture_flag)
4276,"['journey_to_tree', 'gather_pear']","when at some time journey to tree , whenever gather pear",F(journey_to_tree)->F(gather_pear)
3320,"['move_to_trash_can', 'go_by_tree']",move to trash can until at any time go by tree,move_to_trash_canUF(go_by_tree)
5939,"['go_to_house', 'arrive_at_tree']",at some time go to house and at some time arrive at tree,F(go_to_house)&F(arrive_at_tree)
4482,"['journey_to_tree', 'move_to_house']",whenever journey to tree or move to house,F(journey_to_tree)|move_to_house
1883,"['be_in_houses_vicinity', 'venture_flag']",whenever be in house's vicinity or at some time venture flag,F(be_in_houses_vicinity)|F(venture_flag)
4050,"['move_to_flag', 'go_visit_house']",when possible move to flag and when possible go visit house,F(move_to_flag)&F(go_visit_house)
2208,"['take_to_tree', 'travel_to_trash_can']",take to tree or at some time travel to trash can,take_to_tree|F(travel_to_trash_can)
1359,"['go_by_waste_basket', 'bring_pear']",at any time go by waste basket or whenever bring pear,F(go_by_waste_basket)|F(bring_pear)
1675,"['move_near_tree', 'advance_to_tree']",when possible move near tree or advance to tree,F(move_near_tree)|advance_to_tree
2410,"['drop_pear', 'arrive_at_tree']","if never drop pear , at any time arrive at tree",G(~(drop_pear))->F(arrive_at_tree)
2198,"['start_going_to_tree', 'gather_pear']","if at some time start going to tree , at some time gather pear",F(start_going_to_tree)->F(gather_pear)
5217,"['drop_pear', 'go_to_pear']",never drop pear and repeatedly go to pear,G(~(drop_pear))&G(F(go_to_pear))
4080,"['yield_pear', 'go_to_orange']",whenever yield pear can infer that go to orange,F(yield_pear)->go_to_orange
1335,"['have_in_orange', 'journey_by_flag']",forever have in orange or at any time journey by flag,G(have_in_orange)|F(journey_by_flag)
5099,"['going_to_tree', 'travel_to_trash_can']","when going to tree , whenever travel to trash can",going_to_tree->F(travel_to_trash_can)
3525,"['move_to_tree', 'touch_flag']",move to tree or forever touch flag,move_to_tree|G(touch_flag)
1803,"['drop_orange', 'go_by_flag']",drop orange and when possible go by flag,drop_orange&F(go_by_flag)
1972,"['journey_to_flag', 'seize_apple']",when possible journey to flag and seize apple,F(journey_to_flag)&seize_apple
3336,"['travel_house', 'capture_pear']",at some time travel house or at some time capture pear,F(travel_house)|F(capture_pear)
1557,"['get_hold_of_orange', 'proceed_to_tree']",at some time get hold of orange or at any time proceed to tree,F(get_hold_of_orange)|F(proceed_to_tree)
1560,"['be_at_flag', 'make_way_for_tree']",at some time be at flag or when possible make way for tree,F(be_at_flag)|F(make_way_for_tree)
2626,"['visit_flag', 'stop_by_flag']",at some time visit flag or stop by flag,F(visit_flag)|stop_by_flag
1837,"['getting_pear', 'go_to_house']",whenever getting pear can infer that at any time go to house,F(getting_pear)->F(go_to_house)
2485,"['go_to_transh_can', 'spend_time_at_tree']",when possible go to transh can until when possible spend time at tree,F(go_to_transh_can)UF(spend_time_at_tree)
5284,"['go_to_flag', 'stop_by_flag']",when possible go to flag or stop by flag,F(go_to_flag)|stop_by_flag
3361,"['move_to_flag', 'procure_orange']",when possible move to flag and at any time procure orange,F(move_to_flag)&F(procure_orange)
2084,"['move_near_tree', 'go_to_orange_bin']",at some time move near tree and go to orange bin,F(move_near_tree)&go_to_orange_bin
2212,"['go_to_house', 'visit_house']",when possible go to house or at some time visit house,F(go_to_house)|F(visit_house)
1387,"['travel_to_waste_bin', 'acquire_orange']",travel to waste bin or acquire orange,travel_to_waste_bin|acquire_orange
1060,"['snag_orange', 'lay_hold_of_apple']",at some time snag orange and at any time lay hold of apple,F(snag_orange)&F(lay_hold_of_apple)
1404,"['drop_apple', 'present_at_flag']",never drop apple and when possible present at flag,G(~(drop_apple))&F(present_at_flag)
2257,"['approach_trash_can', 'get_to_flag']",approach trash can and when possible get to flag,approach_trash_can&F(get_to_flag)
1763,"['let_go', 'proceed_to_tree']",never let go and at some time proceed to tree,G(~(let_go))&F(proceed_to_tree)
